term,n,y0,peak_year,peak_share_pct,prevalence_2021_2025_pct,docs_total,kandydaci_na_poprzednika,tytuly_okolo_y0,tytuly_2023_2025,autor_top_pct,autor_eff_n,kraj_top,kraj_top_pct,kraj_eff_n,kraj_brak_pct,czasopismo_top_nlm,czasopismo_top_pct,czasopismo_eff_n,nachylenie_log,czas_podwojenia_lat,trwalosc_2025_do_szczytu,prac_w_oknie,kategoria,poprzednik,uwagi
joint infection in,3,2014,2024,0.661,0.54,752,"propionibacterium (lift 30.7, wsp. 4); infected total (lift 21.3, wsp. 6); cultured (lift 14.9, wsp. 5); six of (lift 13.7, wsp. 5); of the prosthesis (lift 8.5, wsp. 6)",[2013] Increased risk of prosthetic joint infection associated with esophago-gastro-duodenoscopy with biopsy. | [2013] Implantation of resorbable gentamicin sponges in addition to irrigation and debridement in 34 patients with infection complicating total hip arthroplasty. | [2013] Preoperative waiting time increased the risk of periprosthetic infection in patients with femoral neck fracture.,[2023] The synovial fluid calprotectin lateral flow test for the diagnosis of chronic prosthetic joint infection in failed primary and revision total hip and knee arthroplasty. | [2023] Biologic Disease-Modifying Antirheumatic Drugs Do Not Increase Risk for Prosthetic Joint Infection in Setting of Total Knee Arthroplasty. | [2023] C-reactive protein/albumin and C-reactive protein/fibrinogen ratios for the diagnosis of periprosthetic joint infection in revision total joint arthroplasty.,0.6,578.5,USA,35.3,6.4,9.9,8703515,24.6,13.0,0.141,4.9,0.77,695,,,
biomarker,1,2014,2025,0.749,0.536,821,"expression in (lift 20.5, wsp. 4); mrna (lift 20.3, wsp. 4); in animal (lift 16.6, wsp. 4); polymerase chain reaction (lift 16.5, wsp. 4); pathogenesis of (lift 16.0, wsp. 5)",[2013] Total hip replacement but not clinical osteoarthritis can be predicted by the shape of the hip: a prospective cohort study (CHECK). | [2013] Imaging biomarker with T1ρ and T2 mappings in osteoarthritis - in vivo human articular cartilage study. | [2013] Can urinary excretion rate of 8-isoprostrane and malonaldehyde predict postoperative cognitive dysfunction in aging?,"[2023] Individual participant data meta-analysis of metabolomics on sustained knee pain in primary osteoarthritis patients. | [2023] Quantitative MRI Biomarkers to Predict Risk of Reinjury Within 2 Years After Bridge-Enhanced ACL Restoration. | [2023] Influence of traumatic lower-limb amputation on physical activity, body composition, and cardiometabolic risks: A descriptive preliminary study.",0.4,646.4,USA,26.6,6.7,6.0,8703515,6.2,74.1,0.084,8.2,1.0,736,,,
of robotic,2,2018,2025,0.809,0.534,548,"computer assisted (lift 12.2, wsp. 8); case in which (lift 12.2, wsp. 4); three case (lift 7.9, wsp. 4); inc (lift 5.1, wsp. 4); experience with (lift 4.4, wsp. 4)",[2017] Minimally Invasive Robotic Versus Open Fluoroscopic-guided Spinal Instrumented Fusions: A Randomized Controlled Trial. | [2017] Robotic Guidance for S2-Alar-Iliac Screws in Spinal Deformity Correction. | [2017] Survivorship and patient satisfaction of robotic-assisted medial unicompartmental knee arthroplasty at a minimum two-year follow-up.,"[2023] Hot Topics and Current Controversies in Total Knee Arthroplasty. | [2023] Accuracy of Advanced Active Robot for Total Knee Arthroplasty: A Cadaveric Study. | [2023] Leveraging large, real-world data through machine-learning to increase efficiency in robotic-assisted total knee arthroplasty.",0.8,408.5,USA,40.7,4.6,7.8,101300401,8.9,34.1,0.256,2.7,1.0,474,,,
lateral lumbar,2,2016,2023,0.601,0.526,736,"visceral (lift 43.8, wsp. 8); in lateral bending (lift 43.5, wsp. 5); the disc space (lift 40.6, wsp. 7); disc space (lift 33.7, wsp. 16); the neural (lift 31.3, wsp. 5)","[2015] Minimally Invasive Lateral Lumbar Interbody Fusion: Clinical and Radiographic Outcome at a Minimum 2-year Follow-up. | [2015] Aortic perforation during lateral lumbar interbody fusion. | [2016] ""Push-Through"" Rod Passage Technique for the Improvement of Lumbar Lordosis and Sagittal Balance in Minimally Invasive Adult Degenerative Scoliosis Surgery.","[2023] Retrospective Analysis of Paraspinal Muscle-Splitting Microscopic-Assisted Discectomy Versus Percutaneous Endoscopic Lumbar Discectomy for the Treatment of Far-Lateral Lumbar Disc Herniation. | [2023] Extreme Lateral Lumbar Interbody Fusion Surgery with a Robot-Assisted System in a Swine Model. | [2023] Multilevel tandem spondylolisthesis associated with a reduced ""safe zone"" for a transpsoas lateral lumbar interbody fusion at L4-5.",3.7,288.7,USA,40.1,4.4,13.9,101528275,17.9,16.3,0.129,5.4,0.81,625,,,
arthroplasty outcome,2,2022,2025,0.742,0.525,826,"transplant (lift 10.2, wsp. 8); six of (lift 7.2, wsp. 4); in a prospective (lift 4.4, wsp. 4); problem in (lift 3.8, wsp. 4); a number of (lift 3.2, wsp. 4)","[2021] Polymyalgia Rheumatica Has Minimal Impact on Primary Total Knee or Hip Arthroplasty Outcomes. | [2022] Relationship Between Patient-Reported Readiness for Total Knee Arthroplasty and Likelihood of a Good Outcome at One-Year Follow-Up. | [2021] Cohort profile: the St Vincent's Melbourne Arthroplasty Outcomes (SMART) Registry, a pragmatic prospective database defining outcomes in total hip and knee replacement patients.",[2023] Definition and reliability of 3D acetabular and global offset measurements from bi-plane X-rays. | [2023] 15-Year Follow-Up of Mobile Bearing Medial Unicompartmental Knee Arthroplasty. | [2023] Hip Arthroplasty Outcomes in the Presence of Kidney Failure: A National Data Linkage Study.,2.1,268.5,USA,50.5,3.7,5.4,8703515,25.5,11.9,0.179,3.9,1.0,333,,,
in individual with,3,2022,2025,0.87,0.522,733,"of loading (lift 20.5, wsp. 4); of the intact (lift 18.8, wsp. 8); muscle of (lift 17.6, wsp. 4); hip in (lift 4.8, wsp. 7); design prospective (lift 3.9, wsp. 4)",[2021] Trunk Muscle Endurance in Individuals With and Without a History of Anterior Cruciate Ligament Reconstruction. | [2021] Three-Dimensional Analysis of Craniofacial Structures of Individuals With Nonsyndromic Unilateral Complete Cleft Lip and Palate. | [2022] Costs of Joint Replacement in Osteoarthritis: A Study Using the National Joint Registry and Clinical Practice Research Datalink Data Sets.,"[2023] Immediate Effects of Walking With a Knee Brace After Anterior Cruciate Ligament Reconstruction: A Biomechanical, Biochemical, and Structural Approach. | [2023] Antimicrobial Remedies and Emerging Strategies for the Treatment of Diabetic Foot Ulcers. | [2023] Improvement Trajectories in Patient-Reported Outcomes Between Males and Females After Anterior Cruciate Ligament Reconstruction.",0.9,295.6,USA,30.2,8.2,9.1,7707720,7.6,55.6,0.222,3.1,1.0,328,,,
updated,1,2022,2022,0.595,0.521,802,"because of a (lift 12.3, wsp. 7); guideline for (lift 10.3, wsp. 22); the guideline (lift 6.9, wsp. 4); by this (lift 6.2, wsp. 4); the problem (lift 5.9, wsp. 5)",[2021] Does a Career in Orthopaedic Surgery Affect a Woman's Fertility? | [2021] En Bloc Resection of Isolated Spinal Metastasis: A Systematic Review Update. | [2021] What Are the Long-term Results of Cemented Revision THA with Use of Both Acetabular and Femoral Impaction Bone Grafting in Patients Younger Than 55 Years?,[2023] Optimized osteogenesis of biological hydroxyapatite-based bone grafting materials by ion doping and osteoimmunomodulation. | [2023] Updated Criteria for Fusion Level Selection in Adolescent Idiopathic Scoliosis Including Use of Three-Dimensional Analysis. | [2023] The language of knee alignment : updated definitions and considerations for reporting outcomes in total knee arthroplasty.,0.9,305.2,USA,35.5,6.1,7.1,8703515,5.2,63.2,,,0.85,324,,,
peripheral artery disease,3,2014,2025,0.655,0.511,708,"for critical limb (lift 51.6, wsp. 11); method and result (lift 41.9, wsp. 5); patient with cli (lift 39.1, wsp. 7); limb ischemia cli (lift 36.5, wsp. 16); with cli (lift 35.8, wsp. 8)",[2013] Long-term results of plaque excision combined with aggressive pharmacotherapy in high-risk patients with advanced peripheral artery disease (SAVE a LEG registry). | [2013] Different Mid-Term Prognostic Predictors of Major Adverse Events in Diabetic and Nondiabetic Peripheral Artery Disease Presenting With Critical Limb Ischemia. | [2013] High mortality risks after major lower extremity amputation in Medicare patients with peripheral artery disease.,[2023] To Cross or Not to Cross: Using MRI-Histology to Characterize Dense Collagenous Plaque in Critical Limb Ischemia. | [2023] Use of telemedicine facilitated by trained telepresenters to manage advanced peripheral artery disease in rural areas. | [2023] The influence of diabetes on temporal trends in lower extremity revascularisation and amputation for peripheral artery disease: A population-based repeated cross-sectional analysis.,0.8,571.7,USA,40.8,5.4,15.5,8407742,11.1,29.5,0.118,5.9,1.0,646,,,
initiative,1,2015,2025,0.635,0.508,905,"for critical limb (lift 10.1, wsp. 4); month period (lift 6.5, wsp. 5); undertaken to (lift 5.9, wsp. 4); so that (lift 4.8, wsp. 4); a number of (lift 4.1, wsp. 6)",[2014] Causes and frequency of unplanned hospital readmission after total hip arthroplasty. | [2014] Return to duty after integrated orthotic and rehabilitation initiative. | [2014] Implementation of a quality improvement initiative in Belgian diabetic foot clinics: feasibility and initial results.,[2023] Association Between Change in Body Mass Index and Knee and Hip Replacements: A Survival Analysis of Seven to Ten Years Using Multicohort Data. | [2023] Quality indicators in primary elective total hip and knee arthroplasty. | [2023] KOOS score maps were externally validated to inform knee arthroplasty shared decision making.,0.8,618.2,USA,66.1,2.2,21.4,8703515,12.4,23.8,0.045,15.2,1.0,772,,,
frailty,1,2017,2025,0.722,0.502,512,"died (lift 3.7, wsp. 4)",[2016] Association of Frailty and 1-Year Postoperative Mortality Following Major Elective Noncardiac Surgery: A Population-Based Cohort Study. | [2016] Impact of frailty on outcomes in geriatric femoral neck fracture management: An analysis of national surgical quality improvement program dataset. | [2016] Which frailty measure is a good predictor of early post-operative complications in elderly hip fracture patients?,"[2023] Letter to the editor regarding ""Leveraging HFRS to Assess How Frailty Affects Health Care Resource Utilization after Elective ACDF for CSM"". | [2023] Does the use of postoperative brace help preventing mechanical complications following adult deformity surgery? | [2023] Perioperative risk stratification tools for shoulder arthroplasty: a systematic review.",1.2,386.6,USA,47.1,4.0,12.2,8703515,8.1,45.1,0.21,3.3,1.0,484,,,
reimbursement,1,2016,2018,0.625,0.502,1031,"tied (lift 28.9, wsp. 10); were given (lift 4.9, wsp. 4); total disc (lift 4.3, wsp. 4); system of (lift 3.8, wsp. 4); replacement the (lift 3.7, wsp. 7)",[2015] Lifetime medical costs of knee osteoarthritis management in the United States: impact of extending indications for total knee arthroplasty. | [2015] A cost analysis of internal fixation versus nonoperative treatment in adult midshaft clavicle fractures using multiple randomized controlled trials. | [2015] A cost-minimization analysis in minimally invasive spine surgery using a national cost scale method.,"[2023] Declining Geographic Access to High-Volume Revision Total Hip Arthroplasty Surgeons: A National Medicare Analysis. | [2023] Decreasing incidence of knee arthroscopy in Sweden between 2002 and 2016: a nationwide register-based study. | [2023] Trends, payments, and costs associated with BMP use in Medicare beneficiaries undergoing spinal fusion.",1.8,503.1,USA,83.5,1.4,22.5,8703515,27.0,11.4,0.108,6.4,0.88,800,,,
robotic assisted total,3,2020,2025,0.91,0.5,421,"computer navigation (lift 24.7, wsp. 5); of the component (lift 19.0, wsp. 4); of the cup (lift 16.0, wsp. 4); the cup (lift 8.5, wsp. 4); acetabular component (lift 5.7, wsp. 5)",[2019] Efficacy and reliability of active robotic-assisted total knee arthroplasty compared with conventional total knee arthroplasty: a systematic review and meta-analysis. | [2019] Robotics in Total Knee Arthroplasty. | [2019] Robotic-Assisted Total Knee Arthroplasty in the Presence of Extra-Articular Deformity.,"[2023] Avoiding Lateral Laxity in Robotic Arm-Assisted Total Knee Arthroplasty-A Surgical Technique Describing a New Method of Gap Capture and Balancing Strategy. | [2023] No difference in clinical outcomes between functionally aligned cruciate-retaining and posterior-stabilized robotic-assisted total knee arthroplasty. | [2023] Leveraging large, real-world data through machine-learning to increase efficiency in robotic-assisted total knee arthroplasty.",1.3,302.3,USA,36.3,5.8,5.7,8703515,12.6,16.6,0.366,1.9,1.0,388,,,
posterior tibial slope,3,2021,2025,0.702,0.498,667,"radiographically the (lift 34.0, wsp. 5); degree of the (lift 26.8, wsp. 7); knee had (lift 25.0, wsp. 9); degree preoperatively (lift 22.6, wsp. 4); the tibial tunnel (lift 17.9, wsp. 5)",[2020] Radiographic Evaluation of Medial Opening-Wedge High Tibial Osteotomy Using a New Internal Fixator with a Wedge-Shaped Spacer Block. | [2020] Transphyseal anterior cruciate ligament reconstruction using living parental donor hamstring graft: excellent clinical results at 2 years in a cohort of 100 patients. | [2020] Optimizing Anterior Cruciate Ligament (ACL) Outcomes: What Else Needs Fixing Besides the ACL?,"[2023] Editorial Commentary: During Anterior Cruciate Ligament Reconstruction, Lateral Extra-Articular Procedures Have Risks and Should be Reserved for Proper Indications: Do Not LET ALL Revision Anterior Cruciate Ligament Reconstructions Be the Same. | [2023] Quantitative MRI Biomarkers to Predict Risk of Reinjury Within 2 Years After Bridge-Enhanced ACL Restoration. | [2023] Anterior closing wedge tibial osteotomy for the correction of steep posterior tibial slope and varus knee deformity associated with primary anterior cruciate ligament injury.",1.4,295.1,China,23.8,8.0,7.1,9314730,16.1,13.6,0.113,6.1,1.0,366,,,
prediction model,2,2018,2024,0.648,0.485,513,"of the extremity (lift 28.2, wsp. 4); of the leg (lift 23.3, wsp. 4); have developed (lift 18.7, wsp. 4); the extremity (lift 16.6, wsp. 4); the spine (lift 3.3, wsp. 4)","[2017] Incidence and prognostic factors for postoperative frozen shoulder after shoulder surgery: a prospective cohort study. | [2017] Systematic review of risk prediction scores for surgical site infection or periprosthetic joint infection following joint arthroplasty. | [2017] Local Antibiotic Therapy to Reduce Infection After Operative Treatment of Fractures at High Risk of Infection: A Multicenter, Randomized, Controlled Trial (VANCO Study).",[2023] Development and Validation of a Nomogram to Predict the Risk of Lumbar Disk Reherniation within 2 Years After Percutaneous Endoscopic Lumbar Discectomy. | [2023] Multidimensional evaluation of the pain profile as prognostic factor in individuals with hip or knee osteoarthritis receiving total joint replacement: protocol of a 2-year longitudinal prognostic cohort study. | [2023] Perioperative risk stratification tools for shoulder arthroplasty: a systematic review.,1.1,398.6,China,46.6,3.8,7.6,100968565,4.4,57.8,0.232,3.0,0.89,450,,,
